"JBCXM__Account__c","JBCXM__Stage__c","JBCXM__Status__c","JBCXM__Comments__c"
"0019000000oGEXlAAO","stage2","ActiveCustomer","MAKE PRO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEhCAAW","stage3","InactiveCustomer","MALDONADO BADILLO FELIPE DE JESUS - stage3 - InactiveCustomer"
"0019000000oGEhDAAW","stage4","ActiveCustomer","MANCERA NAVARRO JOSE LUIS - stage4 - ActiveCustomer"
"0019000000oGERXAA4","stage5","InactiveCustomer","MANGUERAS CONEXIONES Y BANDAS - stage5 - InactiveCustomer"
"0019000000oGEdlAAG","stage6","ActiveCustomer","MANTENIMIENTO DE AREAS VERDES Y - stage6 - ActiveCustomer"
"0019000000oGENpAAO","stage1","InactiveCustomer","MANTILLA GRAJALES ROBERTO CARLOS - stage1 - InactiveCustomer"
"0019000000oGESGAA4","stage2","ActiveCustomer","MAQUINARIA AGRICOLA S.A. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEVBAA4","stage3","InactiveCustomer","MAQUINAS Y EQUIPOS PARA - stage3 - InactiveCustomer"
"0019000000oGEOtAAO","stage4","ActiveCustomer","MARCAS DE RENOMBRE SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEbkAAG","stage5","InactiveCustomer","MARIN RAMIREZ MARIA DE LOURDES - stage5 - InactiveCustomer"
"0019000000oGET6AAO","stage6","ActiveCustomer","MARTINEZ BORBOLLA ADRIANA - stage6 - ActiveCustomer"
"0019000000oGEMvAAO","stage1","InactiveCustomer","MARTINEZ CHAVEZ CESAR - stage1 - InactiveCustomer"
"0019000000oGEOKAA4","stage2","ActiveCustomer","MARTINEZ FIGUEROA CARLOS - stage2 - ActiveCustomer"
"0019000000oGES3AAO","stage3","InactiveCustomer","MARTINEZ GUERRERO JOSE LUIS - stage3 - InactiveCustomer"
"0019000000oGEdmAAG","stage4","ActiveCustomer","MARTINEZ MATA LAZARO GUSTAVO - stage4 - ActiveCustomer"
"0019000000oGEeyAAG","stage5","InactiveCustomer","MARTINEZ OSUNA ZULMA YAZMIN - stage5 - InactiveCustomer"
"0019000000oGEMVAA4","stage6","ActiveCustomer","MARTINEZ PEREZ REGINA - stage6 - ActiveCustomer"
"0019000000oGEZLAA4","stage1","InactiveCustomer","MARTINEZ VALADES RAUL - stage1 - InactiveCustomer"
"0019000000oGEQ7AAO","stage2","ActiveCustomer","MARTINEZ VALADEZ JOSE ALEJANDRO - stage2 - ActiveCustomer"
"0019000000oGEO5AAO","stage3","InactiveCustomer","MARTINEZ VERDASCO Y CIA S. DE R.L. - stage3 - InactiveCustomer"
"0019000000oGEZMAA4","stage4","ActiveCustomer","MARTINEZ VIGIL AMPARO - stage4 - ActiveCustomer"
"0019000000oGEioAAG","stage5","InactiveCustomer","MATERIALES DE EMPAQUE CONTINENTAL - stage5 - InactiveCustomer"
"0019000000oGEQWAA4","stage6","ActiveCustomer","MATERIAS PRIMAS ATOYANALCO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEUcAAO","stage1","InactiveCustomer","MAXIMO CONTROL DE PLAGAS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhEAAW","stage2","ActiveCustomer","MAXIPLUS FORMAS SA DE CV - stage2 - ActiveCustomer"
"0019000000oGESHAA4","stage3","InactiveCustomer","MC COMUNICACION  DISENO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEZNAA4","stage4","ActiveCustomer","MECANICA INTERNACIONAL SA DE CV - stage4 - ActiveCustomer"
"0019000000oGENZAA4","stage5","InactiveCustomer","MEDINA SABORES Y FRAGANCIAS S.A. - stage5 - InactiveCustomer"
"0019000000oGEVTAA4","stage6","ActiveCustomer","MEJIA GUZMAN MARTA ELVA - stage6 - ActiveCustomer"
"0019000000oGEdnAAG","stage1","InactiveCustomer","MEJIA PALOMINO GUSTAVO ALBERTO - stage1 - InactiveCustomer"
"0019000000oGEhFAAW","stage2","ActiveCustomer","MENDOZA RODRIGUEZ LUIS CARLOS - stage2 - ActiveCustomer"
"0019000000oGEdoAAG","stage3","InactiveCustomer","MENDOZA SANCHEZ MYRNA EDITH - stage3 - InactiveCustomer"
"0019000000oGEfbAAG","stage4","ActiveCustomer","MEOSA CONSTRUCCIONES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEW0AAO","stage5","InactiveCustomer","MERCADO MOREIRA AMANDA BERENICE - stage5 - InactiveCustomer"
"0019000000oGEfcAAG","stage6","ActiveCustomer","MET MEX PENOLES SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEOeAAO","stage1","InactiveCustomer","METRICA INDUSTRIAL SA DE CV - stage1 - InactiveCustomer"
"0019000000oGETzAAO","stage2","ActiveCustomer","METROLOGIA Y CALIBRACIONES - stage2 - ActiveCustomer"
"0019000000oGELiAAO","stage3","InactiveCustomer","MEXICAN COMMODITIES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEY3AAO","stage4","ActiveCustomer","MEYN FOOD PROC.TECHN S DE RL DE CV - stage4 - ActiveCustomer"
"0019000000oGEblAAG","stage5","InactiveCustomer","MEZA MORALES FELIPE - stage5 - InactiveCustomer"
"0019000000oGEhGAAW","stage6","ActiveCustomer","MICROACCES INTERNATIONAL DE MEXICO - stage6 - ActiveCustomer"
"0019000000oGEjeAAG","stage1","InactiveCustomer","MICROSISTEMAS CALIFORNIANOS SA DE C - stage1 - InactiveCustomer"
"0019000000oGEWEAA4","stage2","ActiveCustomer","MICROSISTEMAS Y CONTROL DE APLICACI - stage2 - ActiveCustomer"
"0019000000oGEWzAAO","stage3","InactiveCustomer","MIKAI SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEaiAAG","stage4","ActiveCustomer","MIN YOUNG DAI - stage4 - ActiveCustomer"
"0019000000oGEY4AAO","stage5","InactiveCustomer","MINEREX SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdpAAG","stage6","ActiveCustomer","MIRANDA LAGARDA ROBERTO JR - stage6 - ActiveCustomer"
"0019000000oGET7AAO","stage1","InactiveCustomer","MISION SAN GIL SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEcHAAW","stage2","ActiveCustomer","MIXCOATL RODRIGUEZ CUAUHTEMOC - stage2 - ActiveCustomer"
"0019000000oGEb0AAG","stage3","InactiveCustomer","MKT CRATIVIDAD LIGADA A RESULTADOS - stage3 - InactiveCustomer"
"0019000000oGEdqAAG","stage4","ActiveCustomer","MOCA Y COMPANIA DEL NORTE SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEX0AAO","stage5","InactiveCustomer","MOLIENDAS INDUSTRIALES DE CADEREYTA - stage5 - InactiveCustomer"
"0019000000oGEdrAAG","stage6","ActiveCustomer","MOLINA FAVELA MANUEL RAFAEL - stage6 - ActiveCustomer"
"0019000000oGEX1AAO","stage1","InactiveCustomer","MONICA ROCHA CARDONA - stage1 - InactiveCustomer"
"0019000000oGEMGAA4","stage2","ActiveCustomer","MONTALVO CABRERA LENIN - stage2 - ActiveCustomer"
"0019000000oGEQzAAO","stage3","InactiveCustomer","MONTANO VENEGAS CHRISTIAN - stage3 - InactiveCustomer"
"0019000000oGEbmAAG","stage4","ActiveCustomer","MONTELONGO BONILLA VICTOR MANUEL - stage4 - ActiveCustomer"
"0019000000oGEPPAA4","stage5","InactiveCustomer","MONTOYA MANCERA DAVID JACOBO - stage5 - InactiveCustomer"
"0019000000oGETXAA4","stage6","ActiveCustomer","MORALES HERNANDEZ MA CRISTINA - stage6 - ActiveCustomer"
"0019000000oGEhHAAW","stage1","InactiveCustomer","MORENO GALLO ALEJANDRO - stage1 - InactiveCustomer"
"0019000000oGETYAA4","stage2","ActiveCustomer","MORFIN DE LA PARRA GUILLERMINA - stage2 - ActiveCustomer"
"0019000000oGESZAA4","stage3","InactiveCustomer","MORFIN PEREZ ANA SOFIA - stage3 - InactiveCustomer"
"0019000000oGES4AAO","stage4","ActiveCustomer","MOTORREDUCTORES Y CONTROLES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGES5AAO","stage5","InactiveCustomer","MULTIDICONA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEMHAA4","stage6","ActiveCustomer","MULTIEVENTOS DEL BAJIO - stage6 - ActiveCustomer"
"0019000000oGEZOAA4","stage1","InactiveCustomer","MULTILLANTAS NIETO S.A. DE C.V - stage1 - InactiveCustomer"
"0019000000oGENqAAO","stage2","ActiveCustomer","MULTIQUIMIA S.A. - stage2 - ActiveCustomer"
"0019000000oGEiPAAW","stage3","InactiveCustomer","MUNICIPIO DE LOS CABOS BCS - stage3 - InactiveCustomer"
"0019000000oGEfEAAW","stage4","ActiveCustomer","MUNOZ REYES CUAUHTEMOC - stage4 - ActiveCustomer"
"0019000000oGEX2AAO","stage5","InactiveCustomer","NACIONAL DE COBRE SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEezAAG","stage6","ActiveCustomer","NEBSYS DIGITAL SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEMWAA4","stage1","InactiveCustomer","NETTOYER SA DE CV - stage1 - InactiveCustomer"
"0019000000oGERYAA4","stage2","ActiveCustomer","NEW YORK DELI SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEP8AAO","stage3","InactiveCustomer","NIETO Y CIA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEZPAA4","stage4","ActiveCustomer","NORDATA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEQ8AAO","stage5","InactiveCustomer","NORIEGA CORDOVA JUANA - stage5 - InactiveCustomer"
"0019000000oGEdsAAG","stage6","ActiveCustomer","NORTH AMERICAN SOFTWARE S A I DE CV - stage6 - ActiveCustomer"
"0019000000oGEdtAAG","stage1","InactiveCustomer","NOSTI BUSQUETS RAFAEL ANICETO - stage1 - InactiveCustomer"
"0019000000oGEjfAAG","stage2","ActiveCustomer","NOTARIA VEINTINUEVE DE GUADALAJARA - stage2 - ActiveCustomer"
"0019000000oGEU0AAO","stage3","InactiveCustomer","NOVA SONORA SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEX3AAO","stage4","ActiveCustomer","Novalimentos de Mexico S de RL de CV - stage4 - ActiveCustomer"
"0019000000oGEMIAA4","stage5","InactiveCustomer","NOVARTIS SALUD ANIMAL SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEU1AAO","stage6","ActiveCustomer","NOVATEL MEXICANA SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEduAAG","stage1","InactiveCustomer","NUBBA COMERCIAL SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhIAAW","stage2","ActiveCustomer","NUEVA AUTOMOTRIZ DEL TORO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEPfAAO","stage3","InactiveCustomer","NUTRIMENTOS POLARIS - stage3 - InactiveCustomer"
"0019000000oGEWFAA4","stage4","ActiveCustomer","NUVESA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEfdAAG","stage5","InactiveCustomer","OBREGON GARZA FELIPE - stage5 - InactiveCustomer"
"0019000000oGEiQAAW","stage6","ActiveCustomer","OCAMPO GOMEZ JUDITH - stage6 - ActiveCustomer"
"0019000000oGEb1AAG","stage1","InactiveCustomer","OCM INSTRUMENTOS Y REACTIVOS - stage1 - InactiveCustomer"
"0019000000oGEipAAG","stage2","ActiveCustomer","OJEDA SANCHEZ MOISES - stage2 - ActiveCustomer"
"0019000000oGEFqAAO","stage3","InactiveCustomer","OPERADORA DE HOTELES COSTA BAJA - stage3 - InactiveCustomer"
"0019000000oGEVCAA4","stage4","ActiveCustomer","OPERADORA DE HOTELES DAMAGO - stage4 - ActiveCustomer"
"0019000000oGEiqAAG","stage5","InactiveCustomer","OPERADORA DIPLA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdvAAG","stage6","ActiveCustomer","OPERADORA POLAR SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEhJAAW","stage1","InactiveCustomer","OPERADORA TURISTICA CARDIN SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEhKAAW","stage2","ActiveCustomer","OQUIVER S. DE R.L. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEbnAAG","stage3","InactiveCustomer","ORGANISMO INTERNACIONAL REGIONAL - stage3 - InactiveCustomer"
"0019000000oGEUdAAO","stage4","ActiveCustomer","ORGANIZACION EDITORIAL DEL - stage4 - ActiveCustomer"
"0019000000oGEZQAA4","stage5","InactiveCustomer","OROPEZA RUVALCABA RAYMUNDO - stage5 - InactiveCustomer"
"0019000000oGEVUAA4","stage6","ActiveCustomer","ORTIZ GARCIA JOSE ALFONSO - stage6 - ActiveCustomer"
"0019000000oGEW1AAO","stage1","InactiveCustomer","ORTIZ OJEDA JUAN CARLOS - stage1 - InactiveCustomer"
"0019000000oGEX4AAO","stage2","ActiveCustomer","OSUNA RAZURA JOSE HUMBERTO - stage2 - ActiveCustomer"
"0019000000oGEfeAAG","stage3","InactiveCustomer","OTTOMOTORES COMERCIALIZADORA SA DE - stage3 - InactiveCustomer"
"0019000000oGEOfAAO","stage4","ActiveCustomer","PACHECO PADRON  FERNANDO ALEJANDRO - stage4 - ActiveCustomer"
"0019000000oGEhLAAW","stage5","InactiveCustomer","PACO ALIMENTOS SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEdwAAG","stage6","ActiveCustomer","PADILLA SALAZAR CLAUDIA LIZETH - stage6 - ActiveCustomer"
"0019000000oGEbFAAW","stage1","InactiveCustomer","PADILLA SANCHEZ ROBERTO - stage1 - InactiveCustomer"
"0019000000oGEdxAAG","stage2","ActiveCustomer","PANO MENDOZA MANLIO FAVIO - stage2 - ActiveCustomer"
"0019000000oGEcIAAW","stage3","InactiveCustomer","PANUELOS AS SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEZRAA4","stage4","ActiveCustomer","PARABRISAS ARAMBURO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEQXAA4","stage5","InactiveCustomer","PARADORES GOLFO SUR S.A. DE C.V. - stage5 - InactiveCustomer"
"0019000000oGEajAAG","stage6","ActiveCustomer","PATRICIO  SALAS CRISPINO - stage6 - ActiveCustomer"
"0019000000oGEPQAA4","stage1","InactiveCustomer","PERALTA MIJANGOS ARTURO - stage1 - InactiveCustomer"
"0019000000oGEZSAA4","stage2","ActiveCustomer","PEREZ CHAVEZ JOSE MANUEL - stage2 - ActiveCustomer"
"0019000000oGEFrAAO","stage3","InactiveCustomer","PEREZ FELIX MARIA RAMONA - stage3 - InactiveCustomer"
"0019000000oGESaAAO","stage4","ActiveCustomer","PEREZ SALAZAR YADIRA MIREYA - stage4 - ActiveCustomer"
"0019000000oGEQmAAO","stage5","InactiveCustomer","PEREZ VAZQUEZ JOSE LUIS - stage5 - InactiveCustomer"
"0019000000oGEP9AAO","stage6","ActiveCustomer","PERFILES Y MATERIALES LOS PIONEROS - stage6 - ActiveCustomer"
"0019000000oGEaQAAW","stage1","InactiveCustomer","PERUYERO RODRIGUEZ DAVID - stage1 - InactiveCustomer"
"0019000000oGEdyAAG","stage2","ActiveCustomer","PHARMA BLEND SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEf0AAG","stage3","InactiveCustomer","PICSA DE MEXICO INTERNACIONAL SA DE - stage3 - InactiveCustomer"
"0019000000oGENaAAO","stage4","ActiveCustomer","PIMACERO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGET8AAO","stage5","InactiveCustomer","PINA MORENO ALFONSO - stage5 - InactiveCustomer"
"0019000000oGES6AAO","stage6","ActiveCustomer","PINTURAS LAICEF S.A. DE C.V. - stage6 - ActiveCustomer"
"0019000000oGEZTAA4","stage1","InactiveCustomer","PLASTICOS PANAMERICANOS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGELzAAO","stage2","ActiveCustomer","PLASTICOS Y SUMINISTROS DEL PACIFIC - stage2 - ActiveCustomer"
"0019000000oGEX5AAO","stage3","InactiveCustomer","PLAXMA COMUNICACIONES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEhMAAW","stage4","ActiveCustomer","PLX INDUSTRIAL SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEMXAA4","stage5","InactiveCustomer","POLIMERO Y MATERIAS PRIMAS INTERNACIONALES SA DE C - stage5 - InactiveCustomer"
"0019000000oGEhNAAW","stage6","ActiveCustomer","POLIREGIO SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEhOAAW","stage1","InactiveCustomer","POLYBAGS DE MEXICO S.A. - stage1 - InactiveCustomer"
"0019000000oGEakAAG","stage2","ActiveCustomer","POLYONE DE MEXICO SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEZUAA4","stage3","InactiveCustomer","PONCE NUNGARAY TATHYANA ZELYME - stage3 - InactiveCustomer"
"0019000000oGEQ9AAO","stage4","ActiveCustomer","PORAGRO SA DE CV - stage4 - ActiveCustomer"
"0019000000oGESIAA4","stage5","InactiveCustomer","POSADAS DE LATINOAMERICA - stage5 - InactiveCustomer"
"0019000000oGESnAAO","stage6","ActiveCustomer","POTENCIA FLUIDA DEL ISTMO - stage6 - ActiveCustomer"
"0019000000oGESbAAO","stage1","InactiveCustomer","PREMIER FARNELL ELECTRONICSDE MEXICO S DE RL DE CV - stage1 - InactiveCustomer"
"0019000000oGEdzAAG","stage2","ActiveCustomer","PRESE INDUSTRIAS SA DE CV - stage2 - ActiveCustomer"
"0019000000oGENrAAO","stage3","InactiveCustomer","PREVENTION SATELLITE SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEO6AAO","stage4","ActiveCustomer","PRIMUS LABORATORIOS DE MEXICO - stage4 - ActiveCustomer"
"0019000000oGEboAAG","stage5","InactiveCustomer","PRINCE COMERCIAL SA DE CV - stage5 - InactiveCustomer"
"0019000000oGER0AAO","stage6","ActiveCustomer","PROCATEX S.A. DE C.V. - stage6 - ActiveCustomer"
"0019000000oGEhPAAW","stage1","InactiveCustomer","PRODUCTORA DE ALIMENTOS PECUARIOS - stage1 - InactiveCustomer"
"0019000000oGEMwAAO","stage2","ActiveCustomer","PRODUCTOS JM VILLEGAS SA. DE C.V. - stage2 - ActiveCustomer"
"0019000000oGEfFAAW","stage3","InactiveCustomer","PRODUCTOS LIRIO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEbpAAG","stage4","ActiveCustomer","PRODUCTOS MET DE USO SANITAR - stage4 - ActiveCustomer"
"0019000000oGEirAAG","stage5","InactiveCustomer","PRODUCTOS NACOBRE SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEhQAAW","stage6","ActiveCustomer","PRODUCTOS PARA EMPAQUE APODACA SA - stage6 - ActiveCustomer"
"0019000000oGEQAAA4","stage1","InactiveCustomer","PRODUCTOS QUIMICOS MARDUPOL SA DE C - stage1 - InactiveCustomer"
"0019000000oGEWGAA4","stage2","ActiveCustomer","PRODUCTOS QUIMICOS SARO - stage2 - ActiveCustomer"
"0019000000oGEjgAAG","stage3","InactiveCustomer","PRODUCTOS QUIMICOS SAVE SA DE - stage3 - InactiveCustomer"
"0019000000oGEfGAAW","stage4","ActiveCustomer","PRODUCTOS SANTA OFELIA SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEf1AAG","stage5","InactiveCustomer","PRODUCTOS VETERINARIOS DE CALIDAD - stage5 - InactiveCustomer"
"0019000000oGEMYAA4","stage6","ActiveCustomer","PRODUCTOS VETERINARIOS NACIONALES - stage6 - ActiveCustomer"
"0019000000oGEZVAA4","stage1","InactiveCustomer","PROMO MAS CHIHUAHUA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEZWAA4","stage2","ActiveCustomer","PROMOCIONES DEPORTIVAS DEL MAYO - stage2 - ActiveCustomer"
"0019000000oGEXmAAO","stage3","InactiveCustomer","PROMOTORA DE LA INDUSTRIA - stage3 - InactiveCustomer"
"0019000000oGEU2AAO","stage4","ActiveCustomer","PROMOTORA DE PALMA DEL SOCONUSCO - stage4 - ActiveCustomer"
"0019000000oGEZXAA4","stage5","InactiveCustomer","PROMOTORA Y TURISTICA ATHENE SA DE - stage5 - InactiveCustomer"
"0019000000oGEURAA4","stage6","ActiveCustomer","PROSPAC SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEXnAAO","stage1","InactiveCustomer","PROVEAIRE SA DE CV - stage1 - InactiveCustomer"
"0019000000oGENsAAO","stage2","ActiveCustomer","PROVEEDORA DE LLANTAS Y EQUIPOS - stage2 - ActiveCustomer"
"0019000000oGEM0AAO","stage3","InactiveCustomer","PROVEEDORA DE LLANTAS Y SERVICIOS - stage3 - InactiveCustomer"
"0019000000oGEe0AAG","stage4","ActiveCustomer","PROVEEDORA DE UNIFORMES Y SUMINISTR - stage4 - ActiveCustomer"
"0019000000oGERZAA4","stage5","InactiveCustomer","PROVEEDORA QUIMICA Y TECNOSCIENTIFI - stage5 - InactiveCustomer"
"0019000000oGER1AAO","stage6","ActiveCustomer","PROVEEDORES FRONTERIZOS DE - stage6 - ActiveCustomer"
"0019000000oGEMxAAO","stage1","InactiveCustomer","PROVEEDORES INDUSTRIALES S.A. - stage1 - InactiveCustomer"
"0019000000oGEMyAAO","stage2","ActiveCustomer","PROVSEGIND SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEO7AAO","stage3","InactiveCustomer","PSTI SOLUCIONES SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEZYAA4","stage4","ActiveCustomer","PUBLICEL DEL BAJIO S DE RL DE CV - stage4 - ActiveCustomer"
"0019000000oGERIAA4","stage5","InactiveCustomer","PUMS SUPPLY COMPANY SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEbqAAG","stage6","ActiveCustomer","QUIMICA IBEROAMERICANA SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEhRAAW","stage1","InactiveCustomer","QUIMICA PESQUERIA SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEbrAAG","stage2","ActiveCustomer","QUIMICA RANA DE MONTERREY SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEX6AAO","stage3","InactiveCustomer","QUIMICA VALANER S.A. DE C.V. - stage3 - InactiveCustomer"
"0019000000oGEPAAA4","stage4","ActiveCustomer","QUIMICOS PARA ALIMENTOS Y TEXTILES - stage4 - ActiveCustomer"
"0019000000oGEX7AAO","stage5","InactiveCustomer","R A RODRIGUEZ DE MEXICO SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEQBAA4","stage6","ActiveCustomer","R. BOURS CASTELO FRANCISCO JAVIER - stage6 - ActiveCustomer"
"0019000000oGEhSAAW","stage1","InactiveCustomer","RAMIREZ CARRILLO ADRIANA - stage1 - InactiveCustomer"
"0019000000oGEe1AAG","stage2","ActiveCustomer","RAMIREZ DUENAS CARLOS - stage2 - ActiveCustomer"
"0019000000oGEQCAA4","stage3","InactiveCustomer","RAMIREZ MARTINEZ JUAN - stage3 - InactiveCustomer"
"0019000000oGEPgAAO","stage4","ActiveCustomer","RAZO SANCHEZ CECILIA - stage4 - ActiveCustomer"
"0019000000oGEbGAAW","stage5","InactiveCustomer","RECOLECTORA Y PROCESADORA DE RESIDU - stage5 - InactiveCustomer"
"0019000000oGERaAAO","stage6","ActiveCustomer","REDSOLUTIONS SA DE CV - stage6 - ActiveCustomer"
"0019000000oGEiRAAW","stage1","InactiveCustomer","REFINO SA DE CV - stage1 - InactiveCustomer"
"0019000000oGEe2AAG","stage2","ActiveCustomer","REFRIGERACION OJEDA SA DE CV - stage2 - ActiveCustomer"
"0019000000oGEhTAAW","stage3","InactiveCustomer","REGIO LIDER EN SEGURIDAD - stage3 - InactiveCustomer"
"0019000000oGEffAAG","stage4","ActiveCustomer","REINMEX SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEb2AAG","stage5","InactiveCustomer","REJON HERRERA ROSA ESTHER - stage5 - InactiveCustomer"
"0019000000oGERlAAO","stage6","ActiveCustomer","REMA REFACCIONES Y MATERIALES SA DE - stage6 - ActiveCustomer"
"0019000000oGELjAAO","stage1","InactiveCustomer","RENDON RIOS ALBERTO ANTONIO - stage1 - InactiveCustomer"
"0019000000oGEfgAAG","stage2","ActiveCustomer","RENGRA S .A DE C.V - stage2 - ActiveCustomer"
"0019000000oGEjGAAW","stage3","InactiveCustomer","REPRESENTACIONES Y SERVICIOS - stage3 - InactiveCustomer"
"0019000000oGEhUAAW","stage4","ActiveCustomer","RESINAS Y MATERIALES SA DE CV - stage4 - ActiveCustomer"
"0019000000oGEisAAG","stage5","InactiveCustomer","REYES SANCHEZ LUIS ESTEBAN - stage5 - InactiveCustomer"
"0019000000oGEFsAAO","stage6","ActiveCustomer","REYES VELASCO FRANCISCA - stage6 - ActiveCustomer"
"0019000000oGEZZAA4","stage1","InactiveCustomer","RICALV INDUSTRIAL S.A. DE C.V. - stage1 - InactiveCustomer"
"0019000000oGEW2AAO","stage2","ActiveCustomer","RICO CASTANEDA ERASMO - stage2 - ActiveCustomer"
"0019000000oGEe3AAG","stage3","InactiveCustomer","RIEGO MODERNO SA DE CV - stage3 - InactiveCustomer"
"0019000000oGEbsAAG","stage4","ActiveCustomer","RIVERA ESPINOZA JUAN FILIBERTO - stage4 - ActiveCustomer"
"0019000000oGEZaAAO","stage5","InactiveCustomer","ROBLES DORA JAQUELINA TORRES - stage5 - InactiveCustomer"
"0019000000oGEbtAAG","stage6","ActiveCustomer","RODAMIENTOS UNIVERSALES - stage6 - ActiveCustomer"
"0019000000oGEY5AAO","stage1","InactiveCustomer","RODRIGUEZ AVILA ROGER - stage1 - InactiveCustomer"
"0019000000oGEGDAA4","stage2","ActiveCustomer","RODRIGUEZ CASTRO ADOLFO GONZALO - stage2 - ActiveCustomer"
"0019000000oGEVgAAO","stage3","InactiveCustomer","RODRIGUEZ GONZALEZ MA ESTHER - stage3 - InactiveCustomer"
"0019000000oGEOgAAO","stage4","ActiveCustomer","RODRIGUEZ RICO ENRIQUE - stage4 - ActiveCustomer"
"0019000000oGEcJAAW","stage5","InactiveCustomer","ROJAS SANCHEZ MARISELA - stage5 - InactiveCustomer"
"0019000000oGEjhAAG","stage6","ActiveCustomer","ROLLOS INDUSTRIALES Y COMERCIALES P - stage6 - ActiveCustomer"
"0019000000oGEalAAG","stage1","InactiveCustomer","ROMERO VEGA SALVADOR - stage1 - InactiveCustomer"
"0019000000oGEhVAAW","stage2","ActiveCustomer","ROUSTAN JORGE - stage2 - ActiveCustomer"
"0019000000oGEZbAAO","stage3","InactiveCustomer","ROYDAN ASESORES SC - stage3 - InactiveCustomer"
"0019000000oGEjiAAG","stage4","ActiveCustomer","RR DONNELLEY DE MEXICO S DE RL DE C - stage4 - ActiveCustomer"
"0019000000oGEhWAAW","stage5","InactiveCustomer","RUIZ ARROYO MARTIN - stage5 - InactiveCustomer"
"0019000000oGEX8AAO","stage6","ActiveCustomer","RUIZ HAROS ISRAEL - stage6 - ActiveCustomer"
"0019000000oGER2AAO","stage1","InactiveCustomer","SABORES Y ANALISIS SA DE CV - stage1 - InactiveCustomer"
"0019000000oGENbAAO","stage2","ActiveCustomer","SALAZAR VALENZUELA RICARDO ALBERTO - stage2 - ActiveCustomer"
"0019000000oGETZAA4","stage3","InactiveCustomer","SALINAS GARZA ERICK GERARDO - stage3 - InactiveCustomer"
"0019000000oGEWHAA4","stage4","ActiveCustomer","SALUD INTEGRAL EN MEDICINA LABORAL - stage4 - ActiveCustomer"
"0019000000oGEUeAAO","stage5","InactiveCustomer","SALUD OCUPACIONAL APODACA SA DE CV - stage5 - InactiveCustomer"
"0019000000oGEZcAAO","stage6","ActiveCustomer","SALVADOR MORENO LUNA - stage6 - ActiveCustomer"
"0019000000oGEM1AAO","stage1","InactiveCustomer","SANCHEZ DEVANNY ESEVERRI SC - stage1 - InactiveCustomer"
"0019000000oGEPRAA4","stage2","ActiveCustomer","SANCHEZ GALENO MIGUEL ANGEL - stage2 - ActiveCustomer"
