Account,Name,Date,InstanceId,InstanceName,Page_Visits__c,Page_Views__c,No_of_Report_Run__c,Files_Downloaded__c,Emails_Sent_Count__c,No_of_Campaigns__c,Active_Users__c,DB_Size__c,Leads__c
Jandel Scientific Inc.,INSTANCELEVEL,-1,Instance 2,Jandel Scientific Inc. - Instance 2,16,11071,9683,4307,785,769,0,1485,2123
Viking Tool & Steel,INSTANCELEVEL,-1,Instance 2,Viking Tool & Steel - Instance 2,4784,11675,6773,11593,397,788,2,1748,2195
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-1,Instance 2,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 2,2237,3149,4022,113,318,944,104,1613,2437
MAPE USA,INSTANCELEVEL,-1,Instance 2,MAPE USA - Instance 2,136,2702,10377,6298,344,938,406,1200,1518
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-1,Instance 2,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 2,10828,2853,337,5469,303,905,253,1942,2025
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-1,Instance 2,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 2,1919,3948,3489,1283,428,839,152,1279,2488
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-1,Instance 2,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 2,10735,11470,4055,8446,531,834,35,1891,1754
M&M SERVICE CO,INSTANCELEVEL,-1,Instance 2,M&M SERVICE CO - Instance 2,10276,7714,3493,7426,327,925,8,1580,2046
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-1,Instance 2,CARROLLTON FARMERS ELEVATOR CO - Instance 2,10732,10003,8205,10832,515,999,148,1445,1561
L and P Financial Services Co,INSTANCELEVEL,-1,Instance 2,L and P Financial Services Co - Instance 2,10442,4278,737,9547,347,639,249,1193,1533
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-1,Instance 2,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 2,5847,4725,1038,10230,333,819,254,1562,2368
CATMADER SL,INSTANCELEVEL,-1,Instance 2,CATMADER SL - Instance 2,9255,5803,6930,1887,665,900,329,1055,2433
Tekno Inc,INSTANCELEVEL,-1,Instance 2,Tekno Inc - Instance 2,2043,7083,4966,4489,335,818,111,1562,2061
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-1,Instance 2,LUIS MANUEL REYES VAZQUEZ - Instance 2,541,7048,1296,9932,709,675,499,1593,1670
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-1,Instance 2,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 2,4669,666,9616,8845,741,1041,101,1856,1801
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-1,Instance 2,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 2,5013,6259,8036,6040,367,1028,291,1888,2348
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-1,Instance 2,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 2,9796,4758,11564,8807,681,737,255,1031,1631
COMERGALV SA DE CV,INSTANCELEVEL,-1,Instance 2,COMERGALV SA DE CV - Instance 2,5720,1685,803,1636,408,771,482,1367,1586
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-1,Instance 2,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 2,3961,781,4323,3935,613,959,129,1854,2484
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-1,Instance 2,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 2,2905,7180,11923,571,693,782,2,1809,1782
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-1,Instance 2,Pintura Estampado y Montaje Sapi de CV - Instance 2,1429,3652,11551,4615,654,928,443,1721,2499
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-1,Instance 2,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 2,970,3632,10979,1689,595,924,159,1373,1702
TERENTRO SA DE CV,INSTANCELEVEL,-1,Instance 2,TERENTRO SA DE CV - Instance 2,7994,11938,10825,4837,328,882,289,1061,2347
FUNTASTIC LIMITED,INSTANCELEVEL,-1,Instance 2,FUNTASTIC LIMITED - Instance 2,675,4252,1882,5470,499,1069,373,1466,2422
DeeTag USA,INSTANCELEVEL,-1,Instance 2,DeeTag USA - Instance 2,5067,1455,5336,9931,673,616,267,1960,1545
Lakeland Village,INSTANCELEVEL,-1,Instance 2,Lakeland Village - Instance 2,6485,5454,10126,6937,367,1031,226,1600,1548
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-1,Instance 2,CHAOAN SWEET BEST FOOD CO LTD - Instance 2,11179,7322,1771,8265,485,866,280,1346,2245
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-1,Instance 2,Cadbury Beverages Div Cadbury - Instance 2,2382,3040,6272,8064,692,958,268,1908,2071
Do not Use1,INSTANCELEVEL,-1,Instance 2,Do not Use1 - Instance 2,8442,1013,6042,4109,333,787,328,1092,2061
Oil Chem Research Corp,INSTANCELEVEL,-1,Instance 2,Oil Chem Research Corp - Instance 2,8452,7549,613,274,604,833,159,1882,1544
LICK ELEVATOR,INSTANCELEVEL,-1,Instance 2,LICK ELEVATOR - Instance 2,5656,2916,10253,3937,415,791,475,1794,1545
Quanex Screens LLC,INSTANCELEVEL,-1,Instance 2,Quanex Screens LLC - Instance 2,8477,5669,2881,3825,767,876,472,1286,1913
A and T unlimit Limited,INSTANCELEVEL,-2,Instance 1,A and T unlimit Limited - Instance 1,1082,11708,11411,125,785,889,286,1976,1531
Sienna Gold Ltd,INSTANCELEVEL,-2,Instance 1,Sienna Gold Ltd - Instance 1,10604,10125,330,674,565,809,487,1620,1811
COLD EXPRESS SA DE CV,INSTANCELEVEL,-2,Instance 1,COLD EXPRESS SA DE CV - Instance 1,3867,2096,10877,3755,668,1096,348,1385,2316
Murex N.A. Ltd,INSTANCELEVEL,-2,Instance 1,Murex N.A. Ltd - Instance 1,3462,5462,2121,1358,592,745,276,1765,1805
Via Systems,INSTANCELEVEL,-2,Instance 1,Via Systems - Instance 1,8654,11189,7844,4004,571,664,439,1135,2332
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-2,Instance 1,DAKTEL COMUNICACIONES SA DE CV - Instance 1,3965,11991,259,11722,664,916,178,1133,2118
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-2,Instance 1,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 1,10823,10843,863,5858,311,695,39,1409,1926
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-2,Instance 1,OBED GERARDO ARELLANO GUTIERREZ - Instance 1,4833,3592,3205,1379,471,693,32,1426,1636
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-2,Instance 1,REFRIGERACION COMER AGROPECU - Instance 1,15,2638,5832,3167,739,734,417,1628,1767
Anunay Fab Ltd,INSTANCELEVEL,-2,Instance 1,Anunay Fab Ltd - Instance 1,6729,3037,7665,2787,657,1045,160,1523,2087
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-2,Instance 1,SUPER URECOAT INDUSTRIES - Instance 1,7191,10481,9979,7686,665,607,34,1559,1714
Jadow B & Sons Inc,INSTANCELEVEL,-2,Instance 1,Jadow B & Sons Inc - Instance 1,10514,5361,8789,1545,800,880,410,1478,2476
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-2,Instance 1,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 1,10486,5778,5393,1216,333,668,327,1997,2285
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-2,Instance 1,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 1,3134,10180,10342,11508,625,673,178,1329,2397
Alltech Automotive LLC,INSTANCELEVEL,-2,Instance 1,Alltech Automotive LLC - Instance 1,6905,4359,5735,7803,334,609,228,1061,1580
DALE VALOR A MEXICO SC,INSTANCELEVEL,-2,Instance 1,DALE VALOR A MEXICO SC - Instance 1,1948,9420,9819,2727,712,646,372,1750,2020
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-2,Instance 1,SPIN MASTER MEXICO SA DE CV - Instance 1,6599,9144,3637,11544,685,980,156,1118,1609
ATTEBURY GRAIN,INSTANCELEVEL,-2,Instance 1,ATTEBURY GRAIN - Instance 1,2734,7459,6190,1905,726,889,103,1196,1674
Vicor,INSTANCELEVEL,-2,Instance 1,Vicor - Instance 1,4605,1094,4622,8941,691,766,292,1996,1654
Baja Inc,INSTANCELEVEL,-2,Instance 1,Baja Inc - Instance 1,362,3163,2224,8257,410,847,276,1175,2162
National Assn of Printing Ink,INSTANCELEVEL,-2,Instance 1,National Assn of Printing Ink - Instance 1,283,2393,161,8908,727,1043,325,1800,1522
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-2,Instance 1,MA PATRICIA ROSALES HERNANDEZ - Instance 1,3766,5225,11609,1509,548,670,436,1805,1515
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-2,Instance 1,EVERTIS DE MEXICO SA DE CV - Instance 1,9651,9432,6597,10569,526,994,314,1958,2162
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-2,Instance 1,GENERAL DE CERAMICA S A DE C V - Instance 1,407,4017,10908,173,502,1040,358,1695,1697
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-2,Instance 1,GRUPO VACTREK SA DE CV - Instance 1,3329,4383,9841,11866,579,1015,350,1836,1523
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-2,Instance 1,JUAN ANGEL FLORES AGUIRRE - Instance 1,1202,4038,7807,10570,605,1090,484,1847,2288
Triumph Tool NC Inc,INSTANCELEVEL,-2,Instance 1,Triumph Tool NC Inc - Instance 1,6372,4824,3032,1408,741,1031,450,1698,1531
Darta NV,INSTANCELEVEL,-2,Instance 1,Darta NV - Instance 1,3074,717,686,5007,615,700,425,1764,2263
COTY UK LTD,INSTANCELEVEL,-2,Instance 1,COTY UK LTD - Instance 1,5376,6569,11760,8822,459,1100,254,1671,1544
Deal Partners Limited,INSTANCELEVEL,-2,Instance 1,Deal Partners Limited - Instance 1,3589,10702,8470,9901,326,1057,55,1567,2117
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-2,Instance 1,IRISA ADHESIVES CORPORATION SA DE CV - Instance 1,971,99,10336,5698,687,833,236,1958,2469
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-2,Instance 1,BOESDORFER & BOESDORFER INC - Instance 1,11262,4923,184,11481,795,1010,19,1699,1713
GKN Sinter Metals,INSTANCELEVEL,-2,Instance 1,GKN Sinter Metals - Instance 1,2437,8263,4241,8859,434,861,316,1965,2393
AGENCE PRESSE,INSTANCELEVEL,-2,Instance 1,AGENCE PRESSE - Instance 1,10369,4009,1216,9336,491,714,489,1789,2239
Vesco Foods Pty Ltd,INSTANCELEVEL,-2,Instance 1,Vesco Foods Pty Ltd - Instance 1,8116,3063,8106,1167,362,951,392,2000,2457
AUREA SOFTWARE INC,INSTANCELEVEL,-2,Instance 1,AUREA SOFTWARE INC - Instance 1,658,4908,11049,3949,631,1017,276,1384,2217
Ocean Sports Wear,INSTANCELEVEL,-2,Instance 1,Ocean Sports Wear - Instance 1,2005,1533,7045,1125,440,768,446,1365,1557
NOVA INSTRUMENTS SERVICE SA DE CV,INSTANCELEVEL,-2,Instance 1,NOVA INSTRUMENTS SERVICE SA DE CV - Instance 1,9408,7396,7659,1050,641,1022,187,1370,2048
RAUL MORALES RAMIREZ,INSTANCELEVEL,-2,Instance 1,RAUL MORALES RAMIREZ - Instance 1,3129,5980,975,9966,742,975,149,1641,1991
STANLEY BOSTITCH SA DE CV,INSTANCELEVEL,-2,Instance 1,STANLEY BOSTITCH SA DE CV - Instance 1,7687,5370,283,1092,450,744,216,1583,2245
UNIFOODS SA DE CV,INSTANCELEVEL,-2,Instance 1,UNIFOODS SA DE CV - Instance 1,10581,9709,1482,9323,306,833,221,1502,1743
TOMAS MARTINEZ PATLAN,INSTANCELEVEL,-2,Instance 1,TOMAS MARTINEZ PATLAN - Instance 1,8937,8109,11685,1378,463,1062,34,1474,2229
JARDINS DE NORTENE,INSTANCELEVEL,-2,Instance 1,JARDINS DE NORTENE - Instance 1,11971,6688,3924,11066,493,624,463,1084,1752
Terry Store age spa,INSTANCELEVEL,-2,Instance 1,Terry Store age spa - Instance 1,8838,878,280,3567,535,643,367,1809,2459
Goldie Marketing Pty Ltd,INSTANCELEVEL,-2,Instance 1,Goldie Marketing Pty Ltd - Instance 1,2001,5876,2975,6953,753,665,191,1376,1892
ST. CLAIR SERVICE,INSTANCELEVEL,-2,Instance 1,ST. CLAIR SERVICE - Instance 1,1047,11519,10231,2324,319,608,451,1891,2484
Scottish Shellfish Marketing Group Ltd,INSTANCELEVEL,-2,Instance 1,Scottish Shellfish Marketing Group Ltd - Instance 1,1659,1728,3232,4535,663,1046,246,1601,1690
CARNES KM SA DE CV,INSTANCELEVEL,-2,Instance 1,CARNES KM SA DE CV - Instance 1,9472,3195,4172,2355,372,670,378,1507,2483
COMERCIALIZADORA UNICOR SA DE CV,INSTANCELEVEL,-2,Instance 1,COMERCIALIZADORA UNICOR SA DE CV - Instance 1,2405,10357,7203,7747,439,707,389,1416,1866
COMNET SA DE CV,INSTANCELEVEL,-2,Instance 1,COMNET SA DE CV - Instance 1,7432,7957,8497,9191,514,706,10,1219,1717
DISTRIB Y COMERC KOWALSKY SA DE CV,INSTANCELEVEL,-2,Instance 1,DISTRIB Y COMERC KOWALSKY SA DE CV - Instance 1,2708,5170,9373,10907,300,618,309,1241,2313
FRUITCORP SA DE CV,INSTANCELEVEL,-2,Instance 1,FRUITCORP SA DE CV - Instance 1,11467,154,6502,6282,369,783,365,1398,2164
ORIGINALES THELVA SA DE CV,INSTANCELEVEL,-2,Instance 1,ORIGINALES THELVA SA DE CV - Instance 1,11722,4588,10848,5755,558,775,170,1151,2457
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,INSTANCELEVEL,-2,Instance 1,SISTEMAS MECANICOS E HIDRAULICOS SA DE CV - Instance 1,6672,7497,212,2755,626,940,143,1196,1619
COMERCIALIZADORA RIMATOM SA de CV,INSTANCELEVEL,-2,Instance 1,COMERCIALIZADORA RIMATOM SA de CV - Instance 1,1222,1902,396,6697,708,913,130,1289,2020
K & S Contractors Supply Co,INSTANCELEVEL,-2,Instance 1,K & S Contractors Supply Co - Instance 1,8592,8425,10329,9114,629,827,347,1250,1731
Tioga Hardwoods Inc,INSTANCELEVEL,-2,Instance 1,Tioga Hardwoods Inc - Instance 1,4207,8619,8576,361,639,687,58,1373,2012
GHCL Limited,INSTANCELEVEL,-2,Instance 1,GHCL Limited - Instance 1,1232,2799,5550,9546,320,699,258,1734,2214
Motion Industries Inc.,INSTANCELEVEL,-2,Instance 1,Motion Industries Inc. - Instance 1,4369,9645,11039,3332,440,1098,208,1891,2201
SUKETU ORGANICS PRIVATE LIMITED,INSTANCELEVEL,-2,Instance 1,SUKETU ORGANICS PRIVATE LIMITED - Instance 1,10047,2485,5336,5038,794,841,487,1804,2355
Quantum Foods,INSTANCELEVEL,-2,Instance 1,Quantum Foods - Instance 1,9728,2370,3887,7214,684,998,161,1822,2032
Family Magazine,INSTANCELEVEL,-2,Instance 1,Family Magazine - Instance 1,5090,8090,414,1521,768,851,45,1869,1840
PROGRESSIVE AG PARTNERS,INSTANCELEVEL,-2,Instance 1,PROGRESSIVE AG PARTNERS - Instance 1,1013,2311,9198,1922,696,867,1,1027,2100
Innovative Laser Inc,INSTANCELEVEL,-2,Instance 1,Innovative Laser Inc - Instance 1,4233,6155,11993,1819,382,1074,217,1986,1911
Addis Housewares Ltd,INSTANCELEVEL,-2,Instance 1,Addis Housewares Ltd - Instance 1,4562,3597,4602,10996,634,814,481,1491,2115
SIGMADIS BRIGNAIS,INSTANCELEVEL,-2,Instance 1,SIGMADIS BRIGNAIS - Instance 1,3906,9066,1086,9726,755,789,276,1485,2420
APLNG,INSTANCELEVEL,-2,Instance 1,APLNG - Instance 1,9877,9602,176,3621,758,847,312,1967,1632
Quince Hungary Kft,INSTANCELEVEL,-2,Instance 1,Quince Hungary Kft - Instance 1,3049,1735,11696,2101,539,863,336,1868,2363
Jandel Scientific Inc.,INSTANCELEVEL,-2,Instance 1,Jandel Scientific Inc. - Instance 1,3936,6501,378,2477,425,693,443,1429,2147
Viking Tool & Steel,INSTANCELEVEL,-2,Instance 1,Viking Tool & Steel - Instance 1,2207,7835,2568,7720,526,1005,23,1699,1982
HIELO Y REFRIGERACION DE CABORCA SA DE CV,INSTANCELEVEL,-2,Instance 1,HIELO Y REFRIGERACION DE CABORCA SA DE CV - Instance 1,1401,2095,1872,2628,448,950,17,1978,1516
MAPE USA,INSTANCELEVEL,-2,Instance 1,MAPE USA - Instance 1,62,8065,8144,6511,396,919,229,1964,1677
CONSORCIO DE ALIM DEL CARIBE SA DE CV,INSTANCELEVEL,-2,Instance 1,CONSORCIO DE ALIM DEL CARIBE SA DE CV - Instance 1,4926,9718,2093,5526,567,791,156,1414,1597
PRODUCCIONES AGRICOLA DE TABASCO SA CV,INSTANCELEVEL,-2,Instance 1,PRODUCCIONES AGRICOLA DE TABASCO SA CV - Instance 1,1613,9829,1580,11516,465,1042,314,1270,2044
RICARDO ALEJANDRO DE LEON PEDROZA,INSTANCELEVEL,-2,Instance 1,RICARDO ALEJANDRO DE LEON PEDROZA - Instance 1,8591,981,2649,596,330,662,461,1846,1747
M&M SERVICE CO,INSTANCELEVEL,-2,Instance 1,M&M SERVICE CO - Instance 1,4689,7336,7599,4852,618,763,453,1788,2315
CARROLLTON FARMERS ELEVATOR CO,INSTANCELEVEL,-2,Instance 1,CARROLLTON FARMERS ELEVATOR CO - Instance 1,7709,11951,144,8979,731,853,127,1082,2345
L and P Financial Services Co,INSTANCELEVEL,-2,Instance 1,L and P Financial Services Co - Instance 1,3363,10592,27,4200,800,731,121,1925,2498
Ingenieria y Maquinaria de Guadalupe SA de CV,INSTANCELEVEL,-2,Instance 1,Ingenieria y Maquinaria de Guadalupe SA de CV - Instance 1,5745,1020,11018,4845,586,882,34,1831,1999
CATMADER SL,INSTANCELEVEL,-2,Instance 1,CATMADER SL - Instance 1,3938,6457,2562,11284,753,617,195,1622,1578
Tekno Inc,INSTANCELEVEL,-2,Instance 1,Tekno Inc - Instance 1,8617,9633,9071,3231,616,725,432,1803,1788
LUIS MANUEL REYES VAZQUEZ,INSTANCELEVEL,-2,Instance 1,LUIS MANUEL REYES VAZQUEZ - Instance 1,4069,2281,1207,11907,746,774,65,1450,2032
COMPUESPECIALISTAS DE SONORA SA DE CV,INSTANCELEVEL,-2,Instance 1,COMPUESPECIALISTAS DE SONORA SA DE CV - Instance 1,7481,6006,1607,7609,484,926,318,1513,1569
CRIBAS Y ARRENDAMIENTOS SA DE CV,INSTANCELEVEL,-2,Instance 1,CRIBAS Y ARRENDAMIENTOS SA DE CV - Instance 1,8548,3855,6907,6519,622,791,425,1368,1521
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,INSTANCELEVEL,-2,Instance 1,PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV - Instance 1,8197,2392,7459,1445,693,804,260,1512,1909
COMERGALV SA DE CV,INSTANCELEVEL,-2,Instance 1,COMERGALV SA DE CV - Instance 1,10363,7946,7451,7843,715,971,453,1944,2486
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,INSTANCELEVEL,-2,Instance 1,FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV - Instance 1,9910,1493,11544,7515,761,766,471,1513,2254
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,INSTANCELEVEL,-2,Instance 1,ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S - Instance 1,327,3713,6482,5534,690,741,137,1142,2242
Pintura Estampado y Montaje Sapi de CV,INSTANCELEVEL,-2,Instance 1,Pintura Estampado y Montaje Sapi de CV - Instance 1,5437,6871,1577,1895,532,675,401,1211,1595
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,INSTANCELEVEL,-2,Instance 1,PROD Y DIS VER FRESCAS GUIJOSA SC RL CV - Instance 1,5993,4077,5947,6859,470,652,479,1052,2429
TERENTRO SA DE CV,INSTANCELEVEL,-2,Instance 1,TERENTRO SA DE CV - Instance 1,10390,7567,5856,6085,484,697,266,1271,2324
FUNTASTIC LIMITED,INSTANCELEVEL,-2,Instance 1,FUNTASTIC LIMITED - Instance 1,9433,5535,4943,7906,490,889,115,1436,1620
DeeTag USA,INSTANCELEVEL,-2,Instance 1,DeeTag USA - Instance 1,3026,2387,11756,1593,556,626,365,1966,1714
Lakeland Village,INSTANCELEVEL,-2,Instance 1,Lakeland Village - Instance 1,10400,11962,3689,2460,687,817,260,1528,2228
CHAOAN SWEET BEST FOOD CO LTD,INSTANCELEVEL,-2,Instance 1,CHAOAN SWEET BEST FOOD CO LTD - Instance 1,6628,9049,11030,6636,307,882,401,1652,2443
Cadbury Beverages Div Cadbury,INSTANCELEVEL,-2,Instance 1,Cadbury Beverages Div Cadbury - Instance 1,1501,3747,4686,8529,411,852,435,1232,2184
Do not Use1,INSTANCELEVEL,-2,Instance 1,Do not Use1 - Instance 1,5064,11141,10451,5547,642,712,273,1514,1707
Oil Chem Research Corp,INSTANCELEVEL,-2,Instance 1,Oil Chem Research Corp - Instance 1,4039,3288,10854,1787,312,1064,59,1963,1956
LICK ELEVATOR,INSTANCELEVEL,-2,Instance 1,LICK ELEVATOR - Instance 1,2636,11065,11601,9333,365,1030,167,1675,1767
Quanex Screens LLC,INSTANCELEVEL,-2,Instance 1,Quanex Screens LLC - Instance 1,8779,11678,10457,9015,339,697,73,1932,2279
A and T unlimit Limited,INSTANCELEVEL,-2,Instance 2,A and T unlimit Limited - Instance 2,6317,5235,3741,7310,489,762,29,1785,1625
Sienna Gold Ltd,INSTANCELEVEL,-2,Instance 2,Sienna Gold Ltd - Instance 2,5302,4627,6628,10602,434,1015,153,1244,1549
COLD EXPRESS SA DE CV,INSTANCELEVEL,-2,Instance 2,COLD EXPRESS SA DE CV - Instance 2,2803,11246,2126,8957,426,1067,69,1684,2191
Murex N.A. Ltd,INSTANCELEVEL,-2,Instance 2,Murex N.A. Ltd - Instance 2,9027,8070,2555,10110,349,648,163,1515,1537
Via Systems,INSTANCELEVEL,-2,Instance 2,Via Systems - Instance 2,7164,11564,8100,2394,484,1078,467,1960,1916
DAKTEL COMUNICACIONES SA DE CV,INSTANCELEVEL,-2,Instance 2,DAKTEL COMUNICACIONES SA DE CV - Instance 2,7821,3406,9894,9246,320,611,274,1052,2247
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,INSTANCELEVEL,-2,Instance 2,DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE - Instance 2,217,6203,823,6047,364,782,208,1489,1685
OBED GERARDO ARELLANO GUTIERREZ,INSTANCELEVEL,-2,Instance 2,OBED GERARDO ARELLANO GUTIERREZ - Instance 2,9949,6354,3603,4319,369,852,85,1652,1695
REFRIGERACION COMER AGROPECU,INSTANCELEVEL,-2,Instance 2,REFRIGERACION COMER AGROPECU - Instance 2,5602,11033,1612,2957,651,677,412,1431,1901
Anunay Fab Ltd,INSTANCELEVEL,-2,Instance 2,Anunay Fab Ltd - Instance 2,831,3743,5246,3075,729,650,302,1925,2018
SUPER URECOAT INDUSTRIES,INSTANCELEVEL,-2,Instance 2,SUPER URECOAT INDUSTRIES - Instance 2,1109,10768,9826,1178,594,678,284,1998,1510
Jadow B & Sons Inc,INSTANCELEVEL,-2,Instance 2,Jadow B & Sons Inc - Instance 2,2383,8055,10263,9524,671,751,208,1814,1722
Republic of Nauru Phosphate (RONPHOS) Corporation,INSTANCELEVEL,-2,Instance 2,Republic of Nauru Phosphate (RONPHOS) Corporation - Instance 2,2302,2052,4979,3184,312,670,239,1845,2138
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,INSTANCELEVEL,-2,Instance 2,CARHLUC CARROCERIAS Y REMOLQUES SA DE CV - Instance 2,2602,6409,10007,11021,439,773,178,1016,1957
Alltech Automotive LLC,INSTANCELEVEL,-2,Instance 2,Alltech Automotive LLC - Instance 2,11811,5736,5121,8835,698,770,162,1857,2133
DALE VALOR A MEXICO SC,INSTANCELEVEL,-2,Instance 2,DALE VALOR A MEXICO SC - Instance 2,1160,6739,8748,9543,762,1015,248,1763,2270
SPIN MASTER MEXICO SA DE CV,INSTANCELEVEL,-2,Instance 2,SPIN MASTER MEXICO SA DE CV - Instance 2,10443,10600,2240,9005,756,754,328,1104,2039
ATTEBURY GRAIN,INSTANCELEVEL,-2,Instance 2,ATTEBURY GRAIN - Instance 2,96,4276,4476,7477,373,658,354,1408,2318
Vicor,INSTANCELEVEL,-2,Instance 2,Vicor - Instance 2,3202,5703,7628,10691,302,759,452,1122,2250
Baja Inc,INSTANCELEVEL,-2,Instance 2,Baja Inc - Instance 2,7468,819,5231,5745,564,912,462,1916,2164
National Assn of Printing Ink,INSTANCELEVEL,-2,Instance 2,National Assn of Printing Ink - Instance 2,8175,7142,75,3751,378,1085,208,1154,1600
MA PATRICIA ROSALES HERNANDEZ,INSTANCELEVEL,-2,Instance 2,MA PATRICIA ROSALES HERNANDEZ - Instance 2,561,7653,9041,10924,369,707,410,1792,2098
EVERTIS DE MEXICO SA DE CV,INSTANCELEVEL,-2,Instance 2,EVERTIS DE MEXICO SA DE CV - Instance 2,1824,11533,3245,377,465,685,328,1678,2485
GENERAL DE CERAMICA S A DE C V,INSTANCELEVEL,-2,Instance 2,GENERAL DE CERAMICA S A DE C V - Instance 2,7157,4739,903,8594,721,693,20,1508,2337
GRUPO VACTREK SA DE CV,INSTANCELEVEL,-2,Instance 2,GRUPO VACTREK SA DE CV - Instance 2,4955,8582,214,2211,619,1018,299,1608,1637
JUAN ANGEL FLORES AGUIRRE,INSTANCELEVEL,-2,Instance 2,JUAN ANGEL FLORES AGUIRRE - Instance 2,947,1035,5310,10263,753,978,80,1961,2070
Triumph Tool NC Inc,INSTANCELEVEL,-2,Instance 2,Triumph Tool NC Inc - Instance 2,1731,4453,1909,3018,446,730,286,1935,2209
Darta NV,INSTANCELEVEL,-2,Instance 2,Darta NV - Instance 2,6471,10880,8680,9958,434,700,368,1328,2481
COTY UK LTD,INSTANCELEVEL,-2,Instance 2,COTY UK LTD - Instance 2,2302,11861,6975,3436,748,683,124,1187,1531
Deal Partners Limited,INSTANCELEVEL,-2,Instance 2,Deal Partners Limited - Instance 2,3110,5667,10192,7260,718,858,370,1632,2237
IRISA ADHESIVES CORPORATION SA DE CV,INSTANCELEVEL,-2,Instance 2,IRISA ADHESIVES CORPORATION SA DE CV - Instance 2,3837,8330,6192,2496,386,689,201,1146,1531
BOESDORFER & BOESDORFER INC,INSTANCELEVEL,-2,Instance 2,BOESDORFER & BOESDORFER INC - Instance 2,6398,10696,10460,831,636,957,339,1597,1930
GKN Sinter Metals,INSTANCELEVEL,-2,Instance 2,GKN Sinter Metals - Instance 2,3423,9670,1874,10733,512,931,217,1022,1843
AGENCE PRESSE,INSTANCELEVEL,-2,Instance 2,AGENCE PRESSE - Instance 2,4402,10127,7483,10382,474,969,58,1274,2246
